                                                                                                 04 Dec 2020 13:52:32
Educational Use Only
Satellite-Satellite2:  Fixed Position & Velocity


      Time (UTCG)             x (km)           y (km)          z (km)       vx (km/sec)    vy (km/sec)    vz (km/sec)
-----------------------    ------------    -------------    ------------    -----------    -----------    -----------
1 Feb 2018 12:00:00.000     3039.564701      -530.444603    -6147.230559       1.716993       9.668231       0.014714
1 Feb 2018 12:01:00.000     3138.376504        49.907979    -6132.811815       1.575941       9.671387       0.465397
1 Feb 2018 12:02:00.000     3228.570279       629.219709    -6091.514392       1.430100       9.633702       0.909691
1 Feb 2018 12:03:00.000     3309.936981      1205.082730    -6023.903055       1.282081       9.556807       1.341637
1 Feb 2018 12:04:00.000     3382.423009      1775.223931    -5930.880841       1.134430       9.443527       1.755964
1 Feb 2018 12:05:00.000     3446.121909      2337.569341    -5813.640406       0.989486       9.297627       2.148321
1 Feb 2018 12:06:00.000     3501.258656      2890.291677    -5673.604318       0.849277       9.123513       2.515407
1 Feb 2018 12:07:00.000     3548.168742      3431.839259    -5512.360552       0.715451       8.925916       2.855006
1 Feb 2018 12:08:00.000     3587.274573      3960.946917    -5331.598941       0.589256       8.709612       3.165923
1 Feb 2018 12:09:00.000     3619.061437      4476.631311    -5133.053137       0.471546       8.479187       3.447867
1 Feb 2018 12:10:00.000     3644.054893      4978.174199    -4918.451042       0.362815       8.238870       3.701294
1 Feb 2018 12:11:00.000     3662.800780      5465.097459    -4689.475131       0.263255       7.992423       3.927235
1 Feb 2018 12:12:00.000     3675.848538      5937.133426    -4447.732810       0.172805       7.743095       4.127135
1 Feb 2018 12:13:00.000     3683.738016      6394.193523    -4194.736059       0.091215       7.493609       4.302707
1 Feb 2018 12:14:00.000     3686.989509      6836.337507    -3931.888986       0.018094       7.246189       4.455814
1 Feb 2018 12:15:00.000     3686.097225      7263.744322    -3660.482142      -0.047039       7.002601       4.588371
1 Feb 2018 12:16:00.000     3681.524333      7676.686713    -3381.691278      -0.104722       6.764208       4.702275
1 Feb 2018 12:17:00.000     3673.700912      8075.508339    -3096.580251      -0.155519       6.532023       4.799353
1 Feb 2018 12:18:00.000     3663.023003      8460.604684    -2806.106145      -0.199998       6.306768       4.881333
1 Feb 2018 12:19:00.000     3649.852890      8832.407119    -2511.125997      -0.238715       6.088927       4.949821
1 Feb 2018 12:20:00.000     3634.520176      9191.369894    -2212.404380      -0.272201       5.878786       5.006292
1 Feb 2018 12:21:00.000     3617.323396      9537.959704    -1910.621304      -0.300960       5.676480       5.052089
1 Feb 2018 12:22:00.000     3598.531957      9872.647473    -1606.380086      -0.325458       5.482020       5.088426
1 Feb 2018 12:23:00.000     3578.388241     10195.901987    -1300.214937      -0.346130       5.295327       5.116396
1 Feb 2018 12:24:00.000     3557.109766     10508.185071     -992.598110      -0.363371       5.116252       5.136972
1 Feb 2018 12:25:00.000     3534.891319     10809.948005     -683.946529      -0.377543       4.944595       5.151026
1 Feb 2018 12:26:00.000     3511.907022     11101.628962     -374.627858      -0.388974       4.780122       5.159331
1 Feb 2018 12:27:00.000     3488.312269     11383.651229      -64.966001      -0.397960       4.622573       5.162574
1 Feb 2018 12:28:00.000     3464.245552     11656.422076      244.753946      -0.404768       4.471675       5.161363
1 Feb 2018 12:29:00.000     3439.830130     11920.332108      554.281253      -0.409640       4.327146       5.156237
1 Feb 2018 12:30:00.000     3415.175575     12175.754990      863.395612      -0.412792       4.188703       5.147672
1 Feb 2018 12:31:00.000     3390.379165     12423.047474     1171.903618      -0.414417       4.056068       5.136090
1 Feb 2018 12:32:00.000     3365.527152     12662.549621     1479.635655      -0.414690       3.928963       5.121863
1 Feb 2018 12:33:00.000     3340.695912     12894.585195     1786.443147      -0.413765       3.807121       5.105321
1 Feb 2018 12:34:00.000     3315.952970     13119.462160     2092.196117      -0.411784       3.690284       5.086755
1 Feb 2018 12:35:00.000     3291.357927     13337.473255     2396.781040      -0.408870       3.578202       5.066424
1 Feb 2018 12:36:00.000     3266.963291     13548.896617     2700.098948      -0.405136       3.470639       5.044555
1 Feb 2018 12:37:00.000     3242.815220     13753.996429     3002.063749      -0.400681       3.367366       5.021349
1 Feb 2018 12:38:00.000     3218.954187     13953.023583     3302.600760      -0.395595       3.268168       4.996987
1 Feb 2018 12:39:00.000     3195.415577     14146.216340     3601.645395      -0.389959       3.172839       4.971625
1 Feb 2018 12:40:00.000     3172.230216     14333.800980     3899.142016      -0.383844       3.081186       4.945405
1 Feb 2018 12:41:00.000     3149.424850     14515.992433     4195.042919      -0.377315       2.993024       4.918451
1 Feb 2018 12:42:00.000     3127.022569     14692.994899     4489.307433      -0.370429       2.908179       4.890873
1 Feb 2018 12:43:00.000     3105.043190     14865.002427     4781.901127      -0.363237       2.826487       4.862769
1 Feb 2018 12:44:00.000     3083.503405     15032.199484     5072.795235      -0.355787       2.747794       4.834225
1 Feb 2018 12:45:00.000     3062.417842     15194.761502     5361.965514      -0.348120       2.671951       4.805320
1 Feb 2018 12:46:00.000     3041.798212     15352.855368     5649.392470      -0.340272       2.598822       4.776122
1 Feb 2018 12:47:00.000     3021.654298     15506.639916     5935.060353      -0.332278       2.528276       4.746691
1 Feb 2018 12:48:00.000     3001.993993     15656.266384     6218.956848      -0.324166       2.460190       4.717080
1 Feb 2018 12:49:00.000     2982.823495     15801.878840     6501.072694      -0.315964       2.394447       4.687339
1 Feb 2018 12:50:00.000     2964.147480     15943.614590     6781.401332      -0.307696       2.330939       4.657510
1 Feb 2018 12:51:00.000     2945.969264     16081.604559     7059.938610      -0.299383       2.269562       4.627629
1 Feb 2018 12:52:00.000     2928.290947     16215.973645     7336.682501      -0.291044       2.210219       4.597732
1 Feb 2018 12:53:00.000     2911.113536     16346.841063     7611.632870      -0.282697       2.152817       4.567846
1 Feb 2018 12:54:00.000     2894.437063     16474.320655     7884.791251      -0.274357       2.097269       4.537999
1 Feb 2018 12:55:00.000     2878.260689     16598.521190     8156.160656      -0.266037       2.043494       4.508214
1 Feb 2018 12:56:00.000     2862.582795     16719.546641     8425.745404      -0.257750       1.991413       4.478510
1 Feb 2018 12:57:00.000     2847.401070     16837.496450     8693.550968      -0.249507       1.940953       4.448907
1 Feb 2018 12:58:00.000     2832.712583     16952.465769     8959.583835      -0.241317       1.892045       4.419419
1 Feb 2018 12:59:00.000     2818.513854     17064.545695     9223.851382      -0.233190       1.844623       4.390061
1 Feb 2018 13:00:00.000     2804.800912     17173.823485     9486.361770      -0.225132       1.798624       4.360845
1 Feb 2018 13:01:00.000     2791.569358     17280.382756     9747.123844      -0.217151       1.753989       4.331782
1 Feb 2018 13:02:00.000     2778.814405     17384.303683    10006.147043      -0.209253       1.710664       4.302881
1 Feb 2018 13:03:00.000     2766.530934     17485.663170    10263.441323      -0.201442       1.668593       4.274149
1 Feb 2018 13:04:00.000     2754.713527     17584.535028    10519.017085      -0.193724       1.627728       4.245594
1 Feb 2018 13:05:00.000     2743.356509     17680.990125    10772.885111      -0.186102       1.588021       4.217222
1 Feb 2018 13:06:00.000     2732.453980     17775.096538    11025.056511      -0.178580       1.549426       4.189037
1 Feb 2018 13:07:00.000     2721.999845     17866.919698    11275.542665      -0.171162       1.511900       4.161044
1 Feb 2018 13:08:00.000     2711.987840     17956.522514    11524.355187      -0.163848       1.475403       4.133247
1 Feb 2018 13:09:00.000     2702.411562     18043.965504    11771.505872      -0.156643       1.439895       4.105647
1 Feb 2018 13:10:00.000     2693.264487     18129.306907    12017.006672      -0.149547       1.405339       4.078247
1 Feb 2018 13:11:00.000     2684.539990     18212.602798    12260.869652      -0.142562       1.371700       4.051050
1 Feb 2018 13:12:00.000     2676.231366     18293.907188    12503.106969      -0.135690       1.338946       4.024055
1 Feb 2018 13:13:00.000     2668.331847     18373.272125    12743.730841      -0.128930       1.307042       3.997265
1 Feb 2018 13:14:00.000     2660.834373     18450.747704    12982.753689      -0.122285       1.275960       3.970679
1 Feb 2018 13:15:00.000     2653.732570     18526.382477    13220.187459      -0.115754       1.245671       3.944298
1 Feb 2018 13:16:00.000     2647.019322     18600.223057    13456.044588      -0.109337       1.216145       3.918121
1 Feb 2018 13:17:00.000     2640.687738     18672.314511    13690.337332      -0.103036       1.187358       3.892148
1 Feb 2018 13:18:00.000     2634.730926     18742.700355    13923.077912      -0.096849       1.159284       3.866379
